"Methedology:
1. Open IDB website
2. Click on 'Projects'
3. Scroll down and click on 'Download Project Information (.xlsx)'
4. Apply following filters: 
            - Sector: AGRICULTURE AND RURAL DEVELOPMENT 
            - Approval date: 01/01/2015-12/31/2025
5. Click three buttons > Export data ",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Keywords Found in Unnamed: 1,Keywords Found in Unnamed: 2,Keywords Found in Unnamed: 4,Keywords Found in Unnamed: 8,Keywords Found in Unnamed: 16,Keywords Found in Unnamed: 20,Keywords Found in Unnamed: 22,Keywords Found (Any Column)
CO-T1463,Sustainable Dairy Value Chain in Caquetá,"The objective of this project is to foster livestock reconversion processes through Intensive Silvopastoral Systems (SSPi) and conservation areas, as well as high-quality dairy products with better marketing and marketing capabilities of the brand with Caqueta's designation of origin, impacting In a positive way the economic conditions of the producers.",Non-Sovereign Guaranteed,Technical Cooperation,11/5/17,12/22/17,AGRICULTURE AND RURAL DEVELOPMENT,AGRIBUSINESS,Colombia,EXITED,C,800000,ATN/AG-16464-CO,,USD,MAG-AgroLAC 2025 Multidonor Trust Fund,400000,400000,"Wednesday, August 07, 2019",Not Defined,No,CENTRO PARA LA INVESTIGACIO SISTEMAS SOSTENIBLES DE PRODUCCION AGROPECUARIA CIPAV,,,,"['dairy', 'value chain']","['dairy', 'livestock', 'silvopastoral']",[],[],[],[],[],"['dairy', 'livestock', 'silvopastoral', 'value chain']"
HA-T1238,Land Tenure and Land Use in Rural Areas,"Improve public policies and investments related to land tenure, agriculture and natural resources management through the analysis of the relations between land tenure status and land use in rural areas",Sovereign Guaranteed,Technical Cooperation,11/7/17,12/6/17,AGRICULTURE AND RURAL DEVELOPMENT,LAND ADMINISTRATION AND MANAGEMENT,Haiti,EXITED,A,165000,ATN/OC-16467-HA,,USD,ORC-Ordinary Capital,150000,148970.15,"Friday, March 27, 2020",Not Defined,Yes,COMITE INTERMINISTERIEL D'AMENAGEMENT DU TERRITOIRE,,,,[],[],[],[],[],[],[],[]
BR-L1494,"A New Model for Cattle Ranching in Brazil: PECSA’s Sustainable, Deforestation-free Beef in the Amazon Region","Pecsa, a sustainable cattle ranching B-corp operating in the Brazilian Amazon, is a growth stage startup which have been a reference for a new cycle of cattle ranching in the country (and in the region), by working with medium-sized producers to both significantly increase their productivity levels (up to x5) and implement best-in-class sustainable cattle intensification and CSA practices (up to 90% GHG emissions per KG produced), all that at market rates of return. PECSA is seeking USD 6m in debt to transition from its current experimental stage to a commercial operation, with enhanced impact along the beef value chain.",Non-Sovereign Guaranteed,Loan Operation,11/15/17,1/1/01,AGRICULTURE AND RURAL DEVELOPMENT,AGRIBUSINESS,Brazil,EXITED,C,4250000,4380/MS-BR,,USD,MSF-MIF-Small Enterprise Investment Fund,2500000,0,"Wednesday, November 15, 2017",PECUÁRIA SUSTENTÁVEL DA AMAZÔNIA,No,PECUÁRIA SUSTENTÁVEL DA AMAZÔNIA,,,,"['beef', 'cattle']","['beef', 'cattle', 'GHG emissions', 'productivity', 'value chain']",[],[],[],[],[],"['GHG emissions', 'beef', 'cattle', 'productivity', 'value chain']"
RG-L1120,ShellCatch: Promoting Sustainable Fishing,"The project will finance the development of an innovative traceability and market integration technology that will promote sustainable fishing practices in Peru, Mexico and Chile. The application of the new technology is expected to generate positive environmental benefits and improve the efficiency of the fishing value chain, leading to more income captured by small artisanal fishermen.",Non-Sovereign Guaranteed,Loan Operation,11/15/17,9/26/18,AGRICULTURE AND RURAL DEVELOPMENT,AGRICULTURAL TECHNOLOGY ADOPTION,Chile; Mexico; Peru; Regional,EXITED,C,1500000,4406/MS-RG,,USD,MSF-MIF-Small Enterprise Investment Fund,1500000,1000000,"Thursday, January 11, 2024",Shellcatch,No,Shellcatch,1.5,2024-09-05,72.4,[],['value chain'],[],[],[],[],[],['value chain']
AR-T1194,"Support Program for the Consolidation of Organizational Capacities for Research, Extension and Innovation at INTA",Identify tools and investments needed for the design and implementation of a master plan for the consolidation of organizational capabilities at INTA,Sovereign Guaranteed,Technical Cooperation,11/17/17,11/17/17,AGRICULTURE AND RURAL DEVELOPMENT,AGRICULTURAL RESEARCH AND INNOVATION,Argentina,EXITED,C,625000,ATN/AG-16480-AR,,USD,MAG-AgroLAC 2025 Multidonor Trust Fund,500000,422888.13,"Tuesday, May 11, 2021",Not Defined,Yes,INTER-AMERICAN DEVELOPMENT BANK,,,,[],[],[],[],[],[],[],[]
CO-L1166,Sustainable Colombia Program,"promover la sostenibilidad ambiental y socioeconómica en los municipios priorizados por el proyecto, restaurar y proteger el capital natural, mejorar los ingresos de la población rural beneficiaria y fortalecer las capacidades técnicas de los actores locales y regionales involucrados para la estructuración de subproyectos",Sovereign Guaranteed,Loan Operation,12/1/17,2/26/18,AGRICULTURE AND RURAL DEVELOPMENT,SUSTAINABLE AGRICULTURAL DEVELOPMENT,Colombia,ACTIVE,B13,100000000,4424/OC-CO,ESP,USD,ORC-Ordinary Capital,100000000,94307871.54,"Saturday, February 15, 2025",REPUBLICA DE COLOMBIA,Yes,FONDO COLOMBIA EN PAZ,1.310000000000000; 5.569915000000000,2031-08-15; 2031-08-15,163.90000000000001; 163.90000000000001,[],[],[],[],[],[],[],[]
ES-T1268,Evaluation of Ecosystem Services in the Coffee Area,The objective of the Technical Cooperation (TC) is to identify strategies to increase productivity and improve the capacity of adaptation to Climate Change (CC) by small coffee producers in El Salvador.,Sovereign Guaranteed,Technical Cooperation,12/1/17,12/1/17,AGRICULTURE AND RURAL DEVELOPMENT,SUSTAINABLE AGRICULTURAL DEVELOPMENT,El Salvador,EXITED,C,300000,ATN/OC-16517-ES,,USD,ORC-Ordinary Capital,300000,299470.75,"Tuesday, November 12, 2019",Not Defined,Yes,INTER-AMERICAN DEVELOPMENT BANK,,,,[],['productivity'],[],[],[],[],[],['productivity']
PE-G1006,Sustainable and Ecological use of Sphagnum Moss to Generate Rural Income,"This project will seek to improve the economic situation of low-income Andean communities in Peru, through the sustainable production of white moss. The objective is to increase the number of rural communities in Junín that produce and export white moss , and improve the production plant's capacity, in order to ensure continuous production that increases employment and incomes and improves their quality of life.",Non-Sovereign Guaranteed,Investment Grants,12/1/17,3/1/18,AGRICULTURE AND RURAL DEVELOPMENT,AGRIBUSINESS,Peru,EXITED,C,840000.01,GRT/CF-16534-PE,,USD,COF-Common Account - COFAB,240000,240000,"Wednesday, March 16, 2022",Not Defined,No,Inka Moss SAC,,,,[],[],[],[],[],[],[],[]
PR-L1147,Project to Implement the Census and Agricultural Surveys System,"To contribute to improving the availability and quality of agricultural information in the country, to support decision-making by public and private stakeholders.",Sovereign Guaranteed,Loan Operation,12/1/17,5/4/18,AGRICULTURE AND RURAL DEVELOPMENT,AGRICULTURE AND RURAL DEVELOPMENT,Paraguay,ACTIVE,B,15000000,4423/OC-PR,ESP,USD,ORC-Ordinary Capital,15000000,12879090.95,"Thursday, March 13, 2025",REPUBLICA DE PARAGUAY,Yes,MINISTERIO DE AGRICULTURA Y GANADERIA,5.558616,2041-09-15,284.5,[],[],[],[],[],[],[],[]
HO-T1287,Expanding Finance for Adaptation to Climate Change in Honduras,"The project aims to strengthen and scale an existing pilot of financial services to small farmers who are facing drastic climate change issues in Honduras, associated to the lack to rainfall and more extended periods of dry seasons.",Non-Sovereign Guaranteed,Technical Cooperation,12/4/17,1/1/01,AGRICULTURE AND RURAL DEVELOPMENT,SUSTAINABLE AGRICULTURAL DEVELOPMENT,Honduras,EXITED,C,732000,ATN/ME-16565-HO,,USD,MSE-Multilateral Investment Fund II (MIF) -,350000,0,"Monday, December 04, 2017",Not Defined,Yes,"Fertilizantes de Centroamerica (Honduras), Sociedad Anónima de Capital Variable",,,,[],[],[],[],[],[],[],[]
PE-L1235,Family Farming of Organic Quinoa in Southern Peru,"The loan will allow access to working capital, equipment and tools, machinery, infrastructure, improved seeds, and other necessary adequate management of organic quinoa production. Training and technical assistance will help strengthen the productive and managerial skills of producers and strengthen organizations. As a result, this project will allow participating families to increase production and productivity, and as a result, increase sales to the international market and improve net family income",Non-Sovereign Guaranteed,Loan Operation,12/8/17,1/10/19,AGRICULTURE AND RURAL DEVELOPMENT,SUSTAINABLE AGRICULTURAL DEVELOPMENT,Peru,EXITED,C,1000000,SP/OC-17-24-PE,,USD,ORC-Ordinary Capital,750000,350000,"Wednesday, March 11, 2020",COOPERATIVA DE AHORRO Y CRÉDITO LOS ANDES (COTARUSI AYMARAES),No,COOPERATIVA DE AHORRO Y CRÉDITO LOS ANDES (COTARUSI AYMARAES),6.085250000000000; 6.250000000000000,2019-06-08; 2024-09-05,5; 68.799999999999997,['farming'],['productivity'],[],[],[],[],[],"['farming', 'productivity']"
SU-T1101,Support for the Preparation and Starting Stage of the Sustainable Agricultural Productivity Program,"To provide support to the Government of Suriname and the Ministry of Agriculture Animal Husbandry and Fisheries (LVV) in the preparation of technical economical, institutional and environmental studies required for the loan processing and approval; and for developing the LVV Agricultural Strategic Plan.",Sovereign Guaranteed,Technical Cooperation,12/8/17,12/8/17,AGRICULTURE AND RURAL DEVELOPMENT,IRRIGATION AND DRAINAGE,Suriname,EXITED,B,400000,ATN/AG-16562-SU,,USD,MAG-AgroLAC 2025 Multidonor Trust Fund,400000,218514.46,"Wednesday, December 05, 2018",Not Defined,Yes,INTER-AMERICAN DEVELOPMENT BANK,,,,['productivity'],"['animal husbandry', 'processing']",[],[],[],[],[],"['animal husbandry', 'processing', 'productivity']"
PE-T1380,Family Farming of Organic Quinoa in Southern Peru,"The loan will allow access to working capital, equipment and tools, machinery, infrastructure, improved seeds, and other necessary adequate management of organic quinoa production. Training and technical assistance will help strengthen the productive and managerial skills of producers and strengthen organizations. As a result, this project will allow participating families to increase production and productivity, and as a result, increase sales to the international market and improve net family income.",Non-Sovereign Guaranteed,Technical Cooperation,12/11/17,5/17/18,AGRICULTURE AND RURAL DEVELOPMENT,SUSTAINABLE AGRICULTURAL DEVELOPMENT,Peru,EXITED,,415000,ATN/CF-16564-PE,,USD,COF-Common Account - COFAB,250000,249605,"Tuesday, January 05, 2021",Not Defined,No,CESAL PERU,,,,['farming'],['productivity'],[],[],[],[],[],"['farming', 'productivity']"
GY-T1143,Market Development for climate Resilient Food Products in Guyana,"The project's objective is to develop an approach to work with the smallholders and community based companies to improve the quality of select agricultural products, and to accomplish the requirements to get certifications that will allow these products to compete internationally.",Non-Sovereign Guaranteed,Technical Cooperation,12/14/17,1/1/01,AGRICULTURE AND RURAL DEVELOPMENT,SUSTAINABLE AGRICULTURAL DEVELOPMENT,Guyana,EXITED,C,1903000,ATN/ME-16606-GY,,USD,MSE-Multilateral Investment Fund II (MIF) -,950000,0,"Thursday, December 14, 2017",Not Defined,Yes,CONSERVATION INTERNATIONAL,,,,[],[],[],[],[],[],[],[]
RG-T3136,Adapting Precision Agriculture Techniques for Climate-Smart Cocoa Production,This program seeks to be innovative by creating access to technology packages that adapt precision agriculture techniques to small producers as well as new credit enhancement mechanisms to access this technology.,Non-Sovereign Guaranteed,Technical Cooperation,12/14/17,4/17/18,AGRICULTURE AND RURAL DEVELOPMENT,AGRIBUSINESS,Colombia; Ecuador; Peru; Regional,EXITED,C,2720325,ATN/ME-16610-RG,,USD,MSE-Multilateral Investment Fund II (MIF) -,978478,625776.2,"Tuesday, November 30, 2021",Not Defined,No,AgroIndustrias Arriba del Ecuado S.A.,,,,[],[],[],[],[],[],[],[]
PE-L1229,Agricultural Health and Agrifood Safety Development Program Phase II,"The objective of the CCLIP for the Long-term Investment Program of the National Agricultural Health Service is to make agricultural products more competitive as a way of increasing farmers' incomes and enhancing quality of life for consumers, through the implementation of individual programs for that purpose. This program is the second individual operation under the CCLIP and aims to help boost agricultural output and exports, and to enhance agrifood safety, by improving the country's sanitary and phytosanitary levels.",Sovereign Guaranteed,Loan Operation,12/15/17,10/1/18,AGRICULTURE AND RURAL DEVELOPMENT,AGRICULTURAL HEALTH AND FOOD SAFETY,Peru,ACTIVE,B,192747957,4457/OC-PE,ESP,USD,ORC-Ordinary Capital,100000000,97473608.14,"Thursday, July 03, 2025",REPUBLICA DEL PERU,Yes,SERVICIO NACIONAL DE SALUD AGROPECUARIA,2.120000000000000; 5.542935000000000,2030-10-15; 2030-10-15,146.59999999999999; 146.59999999999999,[],['output'],[],[],[],[],[],['output']
RG-T3183,Regional Implementation of the Knowledge Management and Communications Strategy,A. Regional implementation of the knowledge management and communications strategy b. Update and data visualization of fontagro's information. c. Strengthening of collaborative work for results dissemination of fontagro's projects d. On-line and in-person courses on profiles and proposals drafting for agricultural innovation projects e. Strengthening of fontagro's visibility and new positioning.,Sovereign Guaranteed,Technical Cooperation,2/1/18,2/1/18,AGRICULTURE AND RURAL DEVELOPMENT,AGRICULTURE AND RURAL DEVELOPMENT,Argentina; Bolivia; Chile; Colombia; Costa Rica; Dominican Republic; Ecuador; Headquarters; Honduras; Nicaragua; Panama; Paraguay; Peru; Regional; Uruguay; Venezuela,EXITED,,264460,ATN/RF-16639-RG,,USD,RFA-Regional Agricultural Fund,264460,212773.46,"Thursday, January 19, 2023",Not Defined,Yes,INTER-AMERICAN DEVELOPMENT BANK,,,,[],[],[],[],[],[],[],[]
HO-T1308,Expanding Finance for Adaptation to Climate Change in Honduras,The objective of this project is to provide financing to small farmers so that they can implement climate smart agricultural technologies in their farms.,Non-Sovereign Guaranteed,Technical Cooperation,2/7/18,3/17/18,AGRICULTURE AND RURAL DEVELOPMENT,SUSTAINABLE AGRICULTURAL DEVELOPMENT,Honduras,EXITED,,732000,ATN/NV-16637-HO,,USD,NDV-Nordic Development Fund,350000,343493.55,"Wednesday, June 29, 2022",Not Defined,Yes,"Fertilizantes de Centroamerica (Honduras), Sociedad Anónima de Capital Variable",,,,[],[],[],[],[],[],[],[]
ME-T1347,Rural Public Expenditure Studies for the Improvement of the Efficiency and Effectiveness of the Agricultural Expenditure and Environmental Sustainability Programs,"The objective of this TC is to provide the authorities of the Mexican administration with a set of comparable analyzes of SAGARPA's policies, programs and public spending for the rural sector in recent years and on possible reforms that will serve as the basis for a change in the spending orientation and serve to improve the productivity of small and medium farmers based on the effects of climate change on agricultural production.",Sovereign Guaranteed,Technical Cooperation,2/23/18,2/23/18,AGRICULTURE AND RURAL DEVELOPMENT,SUSTAINABLE AGRICULTURAL DEVELOPMENT,Mexico,EXITED,C,400000,ATN/AG-16648-ME,,USD,MAG-AgroLAC 2025 Multidonor Trust Fund,400000,322122.57,"Thursday, October 21, 2021",Not Defined,Yes,INTER-AMERICAN DEVELOPMENT BANK,,,,[],['productivity'],[],[],[],[],[],['productivity']
UR-T1163,Sustainable and Competitive Agriculture Resilient to Climate Change,"Support to the Ministry of Livestock, Agriculture and Fisheries of Uruguay (MGAP) with studies that facilitate the preparation of a financing operation by the bank for the Rural Productive Development Program II (UR-L1147)",Sovereign Guaranteed,Technical Cooperation,3/23/18,3/23/18,AGRICULTURE AND RURAL DEVELOPMENT,SUSTAINABLE AGRICULTURAL DEVELOPMENT,Uruguay,EXITED,C,200000,ATN/OC-16667-UR,,USD,ORC-Ordinary Capital,200000,195614.9,"Thursday, September 23, 2021",Not Defined,Yes,INTER-AMERICAN DEVELOPMENT BANK,,,,[],['livestock'],[],[],[],[],[],['livestock']
EC-T1382,Support to MAG in the impact evaluation of SIGTIERRAS and in the preparation of a second phase,"To support MAG in the design and implementation of the SIGTIERRAS impact evaluation study and the preparation of SIGTIERRAS second phase, through technical studies and preparation of management tools.",Sovereign Guaranteed,Technical Cooperation,3/29/18,3/29/18,AGRICULTURE AND RURAL DEVELOPMENT,LAND ADMINISTRATION AND MANAGEMENT,Ecuador,EXITED,A,500000,ATN/OC-16672-EC,,USD,ORC-Ordinary Capital,500000,321043.7,"Monday, February 25, 2019",Not Defined,Yes,INTER-AMERICAN DEVELOPMENT BANK,,,,[],[],[],[],[],[],[],[]
