Project Id,Region,Country,Project Status,Project Name,Project Development Objective,Implementing Agency,Project URL,Disclosure Date,Board Approval Date,Effective Date,Project Closing Date,Last Stage Reached,Financing Type,Total Project Cost $US,IBRD Commitment $US,IDA Commitment $US,Keywords Found in Project Name,Keywords Found in Project Description,Keywords Found in Implementing Agency,Keywords Found (Any Column)
P152623,South Asia,Socialist Republic,,P152623 South AsiaDemocratic Socialist Republic of Sri LankaNorth East Local,"P152623 South AsiaDemocratic Socialist Republic of Sri LankaNorth East Local Services Improvement Project - Additional FinancingThe primary development objective of the project is to improve the delivery of local infrastructure services by local authorities in the Northern and Eastern Provinces of Sri Lanka in an accountable and responsive manner. Nohttps: //projects. worldbank. org/en/projec ts- operations/pr oject- detail/P15262 3 May 26, 2015 August 26, 2015 August 31, 2017 BANK APPROVED I 0 20000000 0 B August 15, 2024",,,,,,,,,,,,[],[],[],[]
P150148,Eastern and Southern Africa,Republic of the Congo,,P150148 Eastern and Southern AfricaDemocratic Republic of the Congo DRC-Statistics,"P150148 Eastern and Southern AfricaDemocratic Republic of the Congo DRC-Statistics Development ProjectThe development objective of this project is to strengthen the capacity of the National Statistical System to produce and disseminate core economic and social statistics. &nbsp; Institut National de la Statistique (INS) Yeshttps: //projects. worldbank. org/en/projec ts- operations/pr oject- detail/P15014 8 June 24, 2015 August 28, 2015 June 20, 2016 December 31, 2020 BANK APPROVED I 0 45000000 0Democratic Republic of Congo C May 31, 2021",,,,,,,,,,,,[],[],[],[]
P148499,Latin America and Caribbean,Caribbean Republic,,P148499 Latin America and Caribbean Republic of Peru Saweto Dedicated,"P148499 Latin America and Caribbean Republic of Peru Saweto Dedicated Grant Mechanism in PeruThe Project Development Objective for the Saweto DGM is to support Indigenous Peoples in selected communities in the Peruvian Amazon in their efforts to improve their sustainable forest management practices. World Wildlife Fund, INC TBDhttps: //projects. worldbank. org/en/projec ts- operations/pr oject- detail/P14849 9 July 11, 2014 September 11, 2015 November 26, 2015 June 25, 2021 BANK APPROVED G 5500000CONAP , AIDESEP B March 15, 2022",,,,,,,,,,,,[],[],[],[]
P151752,Latin America and Caribbean,Dominican Republic,,P151752 Latin America and Caribbean Dominican Republic Dominican Republic. FCPF,"P151752 Latin America and Caribbean Dominican Republic Dominican Republic. FCPF REDD+ Readiness Preparation ProjectThe Project Development Objective (PDO) is 'to assist the Dominican Republic to design and carry out the Readiness Preparation Activities by supporting the preparation of the Recipient's REDD+ Strategy through a participatory and inclusive process.'Ministro del Ministerio de Medio Ambiente y Recursos Naturaleshttps: //projects. worldbank. org/en/projec ts- operations/pr oject- detail/P15175 2 August 27, 2015 September 14, 2015 August 15, 2022 BANK APPROVED G 6000000Ministerio de Economía, Planificación y Desarrollo MEPyD B August 10, 2022",,,,,,,,,,,,[],[],[],[]
P151432,Eastern and Southern Africa,Democratic Republic,,P151432 Eastern and Southern AfricaFederal Democratic Republic of Ethiopia Enhancing,"P151432 Eastern and Southern AfricaFederal Democratic Republic of Ethiopia Enhancing Shared Prosperity through Equitable ServicesThe objective of ESPES program is to improve equitable access to basic services and strengthen accountability systems at the decentralized level. The program aims to improve service delivery for the whole population of Ethiopia by improving results in health, education and agriculture services in the most poorly performing woredas and strengthening the overall decentralized service delivery system. Building on almost 10 years of support for basic services delivery, the ESPES focuses on leveraging the government’s broadprogram of service delivery support to promote equity, enhance quality of and access to services, and institutionalize critical systems for service delivery, especially at the woreda level.Ministry of Finance Channel One Programs Coordinating Directoratehttps: //projects. worldbank. org/en/projec ts- operations/pr oject- detail/P15143 2 June 30, 2015 September 15, 2015 December 11, 2015 November 30, 2024 BANK APPROVED O 0 600000000 221100000FEDERAL DEMOCRATIC REPUBLIC OF ETHIOPIA C November 14, 2024",Ministry of Finance Channel One Programs Coordinating Directoratehttps: //projects. worldbank. org/en/projec ts- operations/pr oject- detail/P15143 2 June 30,,,,,,,,,,,[],['health'],[],['health']
P149434,Western and Central Africa,,,P149434 Western and Central Africa Burkina Faso Local Forest Communities,"P149434 Western and Central Africa Burkina Faso Local Forest Communities Support Project<p>The objective of the Project is to strengthen the capacity of targeted local communities in the Targeted Regions of Burkina Faso to participate in REDD+ programs at local, national and global levels. &nbsp;</p> International Union for Conservation of Naturehttps: //projects. worldbank. org/en/projec ts- operations/pr oject- detail/P14943 4 September 16, 2015 September 16, 2015 October 13, 2015 June 30, 2021 BANK APPROVED G 4500000IUCN Burkina Faso B June 4, 2024",,,,,,,,,,,,[],[],[],[]
P148737,Latin America and Caribbean,Caribbean Republic,,P148737 Latin America and Caribbean Republic of Honduras Corredor Seco,"P148737 Latin America and Caribbean Republic of Honduras Corredor Seco Food Security ProjectThe objective of the Project is to enhance food and nutritional security of vulnerable households in Selected Areas of the Corredor Seco. Secretaría de Agricultura y Ganadería TBDhttps: //projects. worldbank. org/en/projec ts- operations/pr oject- detail/P14873 7 January 22, 2014 September 24, 2015 October 31, 2016 June 15, 2025 BANK APPROVED G 30000000Republic of Honduras B June 27, 2024",,,,,,,,,,,,[],[],[],[]
P154403,Eastern and Southern Africa,,,P154403 Eastern and Southern Africa Eastern and Southern AfricaIGAD -,"P154403 Eastern and Southern Africa Eastern and Southern AfricaIGAD - Building Disaster Resilience to Disasters through Risk Management and Climate Change AdaptationThe PDO is to strengthen the capacity of IGAD in providing policy advice and support of its Member States on disaster and climate risk management and promoting resilient development. IGAD Climate Prediction and Application Centerhttps: //projects. worldbank. org/en/projec ts- operations/pr oject- detail/P15440 3 June 4, 2015 September 27, 2015 November 18, 2015 May 31, 2021 BANK APPROVED G 4999999Inter- Governmental Authority on Development August 5, 2024",,,,,,,,,,,,[],['resilience'],[],['resilience']
P156559,Eastern and Southern Africa,Africa Republic,,P156559 Eastern and Southern Africa Republic of Mozambique MZ -,"P156559 Eastern and Southern Africa Republic of Mozambique MZ - Emergency Resilient Recovery ProjectThe Project Development Objective is to restore the functionality of critical infrastructure in a resilient manner in the disaster-affected provinces; and to improve the Government of Mozambique's capacity to respond promptly and effectively to an eligible crisisor emergency.Ministry of Education and Human Development (MINEDH), National Institute for Irrigation (INIR),National Directorate of Water Resources Management (DNGRH),Water and Sanitation Infrastructure Administration (AIAS) Yeshttps: //projects. worldbank. org/en/projec ts- operations/pr oject- detail/P15655 9 August 31, 2015 September 29, 2015 February 18, 2016 November 30, 2021 BANK APPROVED I 0 40000000 0Ministry of Economy and Finance (MEF) B December 13, 2023",Ministry of Education and Human Development (MINEDH),,,,,,,,,,,[],[],[],[]
P155259,Western and Central Africa,Africa Republic,,P155259 Western and Central Africa Republic of Cote d'Ivoire CI,"P155259 Western and Central Africa Republic of Cote d'Ivoire CI -DPO-Poverty Reduct. Support Credit 3Project Development Objective (Note: will be disclosed in the MOS)The development objectives are to strengthen governance, improve public administration and facilitate private-sector-led growth through three pillars : (i) Good Governance, Transparency, and Enhanced Public Financial Management; (ii) Improve the Business Climate and Revise the Legal Framework for Private Enterprise and; (iii) Strengthening Economic Sectors with High Growth PotentialBoard Schedule Comments Ministry of Economy and Financehttps: //projects. worldbank. org/en/projec ts- operations/pr oject- detail/P15525 9 June 10, 2015 September 29, 2015 November 19, 2015 June 30, 2016 BANK APPROVED I 0 100000000 0 March 6, 2024 - Specific date range: 01/01/2015-12/31/2025 - Sector: Agro-industry; FY17 - Agricultural Extension, Research, and Other Support Activities; FY17 - Agricultural markets, commercialization and agri-business; FY17 - Other Agriculture, Fishing and Forestry; FY17 - Crops; FY17 - Fisheries; FY17 - Public Administration - Agriculture, Fishing & Forestry; FY17 - Forestry; Forestry; FY17 - Livestock; Livestock 5. Dowload Project Id Region Country Project Status Project Name Project Development Objective Implementing Agency Consultan t Services RequiredProject URLDisclosure Date Board Approval DateEffective DateProject Closing DateLast Stage ReachedFinancing TypeTotal Project Cost $USIBRD Commitm ent $USIDA Commitm ent $USTotal IBRD, IDA and GRANT Commitm ent $USGrant Amount $USBorrower Lending Instrumen tEnvironme ntal Assessme nt CategoryEnvironme ntal and Social RiskSector 1 Sector 2 Sector 3 Last Update DateIs it livestock related? Does it Include Necesary Documents Summary",Ministry of Economy and Financehttps: //projects. worldbank. org/en/projec ts- operations/pr oject- detail/P15525 9 June 10,,,,,,,,,,,[],['livestock'],[],['livestock']
P151821,Latin America and Caribbean,,,P151821 Latin America and Caribbean Grenada Second Programmatic Resilience Building,"P151821 Latin America and Caribbean Grenada Second Programmatic Resilience Building Development Policy CreditThe Program Development Objective of the proposed DPC/DPL series is to support Grenada in implementing a program of policy and institutional reforms to: (i) create conditions for private investment in a sustainable manner; (ii) support improved public resource management; and (iii) enhance resilience against natural disasters and key elements of resilience in the banking sector. Government of Grenadahttps: //projects. worldbank. org/en/projec ts- operations/pr oject- detail/P15182 1 October 28, 2015 October 28, 2015 November 19, 2015 November 30, 2016 BANK APPROVED I 5000000 10000000 0Government of Grenada August 16, 2023",,,,,,,,,,,,['resilience'],['resilience'],[],['resilience']
P155260,,Socialist Republic,,P155260 East Asia and Pacific Socialist Republic of Viet Nam,"P155260 East Asia and Pacific Socialist Republic of Viet Nam Vietnam Climate Innovation Center (VCIC) RETFThe project's objective is to increase green growth business innovations by supporting entrepreneurs and SMEs involved in technological solutions through the establishment and operation of the Vietnam Climate Innovation Center Ministry of Science and Technology (MOST)https: //projects. worldbank. org/en/projec ts- operations/pr oject- detail/P15526 0 August 3, 2015 October 30, 2015 December 15, 2015 August 31, 2020 BANK APPROVED O 4600000Socialist Republic of Vietnam B September 4, 2024",Ministry of Science and Technology (MOST)https: //projects. worldbank. org/en/projec ts- operations/pr oject- detail/P15526 0 August 3,,,,,,,,,,,[],[],[],[]
